dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1672531200,2023-01-01 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.2,10000,1.13,7.81,9.08,9.36,1027,,,57,2.6,20,0,,,,,20,801,Clouds,few clouds,02n
1672534800,2023-01-01 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.3,10000,1.23,7.67,8.29,9.36,1026,,,61,1.54,0,,,,,,0,800,Clear,sky is clear,01n
1672538400,2023-01-01 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.3,9999,2.33,6.74,8.29,9.36,1026,,,66,2.6,70,0,,,,,0,800,Clear,sky is clear,01n
1672542000,2023-01-01 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.3,10000,2.33,6.41,8.29,14.36,1026,,,66,3.1,70,0,,,,,20,801,Clouds,few clouds,02n
1672545600,2023-01-01 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.3,9999,2.17,7.61,9.29,14.36,1026,,,61,3.1,20,0,,,,,20,801,Clouds,few clouds,02n
1672549200,2023-01-01 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.3,9999,2.33,7.13,8.29,14.48,1026,,,66,2.1,20,0,,,,,20,801,Clouds,few clouds,02d
1672552800,2023-01-01 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.25,10000,3.97,9.03,10.22,15.36,1027,,,65,3.09,70,,,,,,20,801,Clouds,few clouds,02d
1672556400,2023-01-01 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.3,9999,5.13,13.2,14.29,16.36,1027,,,54,0,0,0,,,,,20,801,Clouds,few clouds,02d
1672560000,2023-01-01 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.28,9999,5.25,16.24,16.21,17.36,1027,,,45,0,0,0,,,,,20,801,Clouds,few clouds,02d
1672563600,2023-01-01 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.33,10000,4.86,17.29,17.32,18.42,1027,,,41,2.1,190,0,,,,,20,801,Clouds,few clouds,02d
1672567200,2023-01-01 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.3,9999,5.18,17.28,18.29,18.58,1026,,,42,2.1,250,0,,,,,20,801,Clouds,few clouds,02d
1672570800,2023-01-01 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.32,9999,6.19,17.38,18.29,19.54,1025,,,45,2.1,260,0,,,,,20,801,Clouds,few clouds,02d
1672574400,2023-01-01 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.17,10000,5.73,17.19,18.02,19.36,1025,,,44,2.1,300,0,,,,,20,801,Clouds,few clouds,02d
1672578000,2023-01-01 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.33,9999,6.23,16.37,17.29,18.98,1025,,,48,2.6,330,0,,,,,20,801,Clouds,few clouds,02d
1672581600,2023-01-01 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.3,9999,6.16,15.32,16.21,17.58,1025,,,51,2.1,340,0,,,,,20,801,Clouds,few clouds,02d
1672585200,2023-01-01 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.4,10000,6,13.38,14.29,17.36,1025,,,57,1.03,340,,,,,,40,802,Clouds,scattered clouds,03n
1672588800,2023-01-01 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.28,10000,7.29,12.41,12.32,16.38,1025,,,67,1.03,10,,,,,,0,800,Clear,sky is clear,01n
1672592400,2023-01-01 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.29,10000,6.13,11.3,11.76,16.18,1026,,,66,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1672596000,2023-01-01 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.38,10000,5.99,11.37,11.21,16.36,1026,,,65,1.54,10,,,,,,20,801,Clouds,few clouds,02n
1672599600,2023-01-01 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.3,10000,5.24,11.2,12.29,16.36,1026,,,62,3.1,70,0,,,,,0,800,Clear,sky is clear,01n
1672603200,2023-01-01 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.28,10000,4.27,10.08,10.09,16.36,1026,,,62,3.1,10,0,,,,,0,800,Clear,sky is clear,01n
1672606800,2023-01-01 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.15,10000,4.15,9.94,11.02,16.38,1026,,,62,2.6,10,0,,,,,20,801,Clouds,few clouds,02n
1672610400,2023-01-01 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,3.12,8.98,10.09,10.32,1026,,,61,2.6,10,0,,,,,0,800,Clear,sky is clear,01n
1672614000,2023-01-01 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.31,10000,4.24,9.12,10.29,16.08,1026,,,66,3.1,50,0,,,,,0,800,Clear,sky is clear,01n
1672617600,2023-01-02 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.19,10000,3.39,7.79,9.02,16.08,1025,,,67,2.6,20,0,,,,,20,801,Clouds,few clouds,02n
1672621200,2023-01-02 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,3.12,8.98,10.09,10.32,1025,,,61,1.03,10,,,,,,0,800,Clear,sky is clear,01n
1672624800,2023-01-02 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,9999,3.12,8.98,10.29,16.36,1025,,,61,3.1,70,0,,,,,0,800,Clear,sky is clear,01n
1672628400,2023-01-02 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.29,10000,3.06,7.91,8.98,15.36,1025,,,65,2.6,10,0,,,,,20,801,Clouds,few clouds,02n
1672632000,2023-01-02 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.3,10000,2.17,7.61,8.98,9.32,1025,,,61,3.1,10,0,,,,,0,800,Clear,sky is clear,01n
1672635600,2023-01-02 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,9999,2.16,8.87,10.29,15.58,1026,,,57,3.1,20,0,,,,,20,801,Clouds,few clouds,02d
1672639200,2023-01-02 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,10000,3.35,10,11.29,15.78,1026,,,58,3.6,20,,,,,,20,801,Clouds,few clouds,02d
1672642800,2023-01-02 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.3,10000,4.07,14.11,15.29,16.58,1026,,,47,0.51,0,,,,,,0,800,Clear,sky is clear,01d
1672646400,2023-01-02 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.26,10000,3.03,18.13,17.32,19.32,1026,,,34,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1672650000,2023-01-02 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.02,10000,5.28,19.07,18.28,20.29,1026,,,38,1.54,0,,,,,,20,801,Clouds,few clouds,02d
1672653600,2023-01-02 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.28,10000,4.34,19.28,18.98,20.32,1025,,,35,1.54,0,,,,,,0,800,Clear,sky is clear,01d
1672657200,2023-01-02 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.3,10000,5.15,19.35,19.36,20.32,1025,,,37,6.2,150,0,,,,,0,800,Clear,sky is clear,01d
1672660800,2023-01-02 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.38,10000,5.45,18.42,18.43,19.52,1024,,,40,6.7,150,0,,,,,40,802,Clouds,scattered clouds,03d
1672664400,2023-01-02 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.28,10000,7.07,18.44,18.36,19.32,1024,,,45,5.7,150,0,,,,,0,800,Clear,sky is clear,01d
1672668000,2023-01-02 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.3,10000,7.11,17.44,17.98,18.36,1024,,,48,5.7,150,0,,,,,0,800,Clear,sky is clear,01d
1672671600,2023-01-02 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.45,10000,6.58,15.51,16.29,17.36,1024,,,52,3.1,100,0,,,,,20,801,Clouds,few clouds,02n
1672675200,2023-01-02 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.29,9999,6.17,12.29,12.87,16.48,1025,,,62,3.6,20,0,,,,,20,801,Clouds,few clouds,02n
1672678800,2023-01-02 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.3,9999,6.18,12.3,13.29,16.36,1025,,,62,3.6,30,0,,,,,20,801,Clouds,few clouds,02n
1672682400,2023-01-02 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.45,10000,5.38,11.37,12.29,13.36,1026,,,62,3.1,70,0,,,,,0,800,Clear,sky is clear,01n
1672686000,2023-01-02 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,10000,5.19,10.21,11.29,15.36,1025,,,66,3.1,50,0,,,,,0,800,Clear,sky is clear,01n
1672689600,2023-01-02 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,4.23,9.11,10.29,15.78,1025,,,66,3.6,70,0,,,,,0,800,Clear,sky is clear,01n
1672693200,2023-01-02 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.25,10000,2.58,7.28,9.22,15.78,1025,,,63,3.6,10,0,,,,,0,800,Clear,sky is clear,01n
1672696800,2023-01-02 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.3,10000,1.23,7.09,9.29,12.68,1025,,,57,4.12,20,,,,,,0,800,Clear,sky is clear,01n
1672700400,2023-01-02 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.3,10000,0.29,5.41,8.29,15.38,1025,,,57,5.14,50,,,,,,0,800,Clear,sky is clear,01n
1672704000,2023-01-03 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.4,10000,-1.49,5.98,8.29,15.48,1025,,,49,4.12,60,,,,,,0,800,Clear,sky is clear,01n
1672707600,2023-01-03 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.3,9999,-1.57,5.85,8.29,15.38,1024,,,49,4.12,30,,,,,,20,801,Clouds,few clouds,02n
1672711200,2023-01-03 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,7.3,9999,-1.68,4.62,7.29,15.36,1024,,,52,4.12,20,,,,,,20,801,Clouds,few clouds,02n
1672714800,2023-01-03 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.15,10000,-1.94,5.43,8.02,14.88,1024,,,48,4.63,10,,,,,,0,800,Clear,sky is clear,01n
1672718400,2023-01-03 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.3,10000,-2.6,7.09,9.29,15.36,1024,,,42,4.12,20,,,,,,0,800,Clear,sky is clear,01n
1672722000,2023-01-03 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,8.3,9999,-3.41,5.41,8.29,13.36,1024,,,42,5.14,50,,,,,,20,801,Clouds,few clouds,02d
1672725600,2023-01-03 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.15,10000,-3.43,8.19,10.02,10.58,1025,,,37,4.12,20,,,,,,20,801,Clouds,few clouds,02d
1672729200,2023-01-03 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.3,9999,-2.4,10.5,12.29,14.68,1025,,,35,2.6,10,0,,,,,20,801,Clouds,few clouds,02d
1672732800,2023-01-03 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.3,9999,-1.64,15.79,17.29,17.48,1025,,,27,1.54,0,,,,,,20,801,Clouds,few clouds,02d
1672736400,2023-01-03 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.4,10000,-0.51,18.07,18.36,19.52,1025,,,26,3.1,150,0,,,,,20,801,Clouds,few clouds,02d
1672740000,2023-01-03 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.28,9999,4.24,18.23,18.43,19.36,1023,,,37,2.1,300,0,,,,,20,801,Clouds,few clouds,02d
1672743600,2023-01-03 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.28,9999,5,18.28,18.43,19.36,1023,,,39,2.6,250,0,,,,,20,801,Clouds,few clouds,02d
1672747200,2023-01-03 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.03,10000,3.28,18.95,18.98,20.36,1022,,,33,2.6,250,0,,,,,0,800,Clear,sky is clear,01d
1672750800,2023-01-03 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.29,10000,7.07,18.45,18.98,19.68,1022,,,45,2.1,240,0,,,,,0,800,Clear,sky is clear,01d
1672754400,2023-01-03 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.28,10000,7.09,17.42,17.32,19.36,1022,,,48,2.6,260,0,,,,,0,800,Clear,sky is clear,01d
1672758000,2023-01-03 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.45,10000,6.85,15.53,16.29,17.58,1022,,,53,2.1,330,0,,,,,40,802,Clouds,scattered clouds,03n
1672761600,2023-01-03 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.28,10000,6.16,12.28,12.32,16.36,1022,,,62,3.1,20,0,,,,,0,800,Clear,sky is clear,01n
1672765200,2023-01-03 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.3,10000,5.22,12.2,13.29,14.36,1023,,,58,3.1,20,0,,,,,0,800,Clear,sky is clear,01n
1672768800,2023-01-03 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.35,10000,5.05,11.23,12.29,13.36,1023,,,61,4.63,20,,,,,,0,800,Clear,sky is clear,01n
1672772400,2023-01-03 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,10000,4.29,10.1,11.29,12.38,1023,,,62,3.6,80,0,,,,,0,800,Clear,sky is clear,01n
1672776000,2023-01-03 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,10000,4.29,10.1,11.28,11.36,1023,,,62,4.12,70,,,,,,0,800,Clear,sky is clear,01n
1672779600,2023-01-03 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,4.02,9.08,10.29,10.48,1023,,,65,3.6,10,0,,,,,0,800,Clear,sky is clear,01n
1672783200,2023-01-03 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,4.23,9.11,10.29,11.36,1022,,,66,3.6,40,0,,,,,0,800,Clear,sky is clear,01n
1672786800,2023-01-03 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,2.16,8.87,10.18,10.36,1022,,,57,4.12,10,,,,,,0,800,Clear,sky is clear,01n
1672790400,2023-01-04 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.5,10000,1.17,7.58,9.29,10.36,1021,,,56,3.6,20,0,,,,,0,800,Clear,sky is clear,01n
1672794000,2023-01-04 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,0.34,8.69,9.36,10.32,1021,,,50,4.12,20,,,,,,0,800,Clear,sky is clear,01n
1672797600,2023-01-04 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,9999,0.11,9.69,10.36,11.32,1021,,,46,5.14,20,,,,,,0,800,Clear,sky is clear,01n
1672801200,2023-01-04 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.1,10000,0.43,8.5,9.92,11.36,1021,,,51,5.66,70,,,,,,0,800,Clear,sky is clear,01n
1672804800,2023-01-04 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,10000,0.34,8.69,10.29,11.36,1021,,,50,2.6,20,0,,,,,0,800,Clear,sky is clear,01n
1672808400,2023-01-04 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.3,10000,0.22,7.34,7.36,9.32,1021,,,53,3.6,30,0,,,,,0,800,Clear,sky is clear,01d
1672812000,2023-01-04 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,10000,0.98,9.77,8.36,11.32,1021,,,49,4.12,20,,,,,,0,800,Clear,sky is clear,01d
1672815600,2023-01-04 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.3,10000,3.15,13.01,14.18,14.36,1021,,,47,3.1,10,0,,,,,0,800,Clear,sky is clear,01d
1672819200,2023-01-04 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.28,10000,2.08,16,16.21,17.32,1021,,,36,2.1,70,0,,,,,0,800,Clear,sky is clear,01d
1672822800,2023-01-04 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.15,10000,5.6,18.19,18.36,19.29,1021,,,41,2.1,280,0,,,,,0,800,Clear,sky is clear,01d
1672826400,2023-01-04 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.3,10000,4.26,18.25,19.29,19.38,1020,,,37,3.1,250,0,,,,,0,800,Clear,sky is clear,01d
1672830000,2023-01-04 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.3,10000,4.35,19.3,18.78,20.32,1020,,,35,2.1,250,0,,,,,0,800,Clear,sky is clear,01d
1672833600,2023-01-04 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.4,10000,4.03,19.38,19.08,20.52,1019,,,34,5.7,330,0,,,,,0,800,Clear,sky is clear,01d
1672837200,2023-01-04 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.3,10000,5.01,18.3,19.08,19.36,1019,,,39,7.72,320,,,,,,0,800,Clear,sky is clear,01d
1672840800,2023-01-04 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.3,10000,6.2,16.34,17.29,18.58,1019,,,48,5.14,330,,,,,,0,800,Clear,sky is clear,01d
1672844400,2023-01-04 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.35,10000,7.14,14.46,15.29,16.36,1019,,,58,3.1,340,0,,,,,0,800,Clear,sky is clear,01n
1672848000,2023-01-04 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.3,10000,5.22,12.2,13.29,13.38,1019,,,58,2.6,20,0,,,,,0,800,Clear,sky is clear,01n
1672851600,2023-01-04 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.3,10000,5.24,11.2,12.29,12.68,1019,,,62,2.1,40,0,,,,,0,800,Clear,sky is clear,01n
1672855200,2023-01-04 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.5,10000,5.16,10.4,11.29,13.58,1020,,,65,4.12,20,,,,,,0,800,Clear,sky is clear,01n
1672858800,2023-01-04 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,9999,5.19,10.21,11.29,14.78,1020,,,66,4.63,20,,,,,,20,801,Clouds,few clouds,02n
1672862400,2023-01-04 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.29,9999,5.27,9.23,9.54,13.36,1020,,,71,4.12,20,,,,,,20,801,Clouds,few clouds,02n
1672866000,2023-01-04 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.18,10000,5.36,9.13,8.98,14.08,1020,,,72,4.63,20,,,,,,20,801,Clouds,few clouds,02n
1672869600,2023-01-04 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.28,9999,6.24,9.35,8.98,13.48,1019,,,76,4.12,20,,,,,,40,802,Clouds,scattered clouds,03n
1672873200,2023-01-04 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.3,9999,6.26,9.37,10.29,14.36,1019,,,76,4.12,20,,,,,,75,803,Clouds,broken clouds,04n
1672876800,2023-01-05 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.35,10000,6.5,9.45,10.29,13.36,1019,,,77,4.63,20,,,,,,40,802,Clouds,scattered clouds,03n
1672880400,2023-01-05 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,9999,7.23,10.47,11.29,12.68,1019,,,76,3.6,20,0,,,,,100,804,Clouds,overcast clouds,04n
1672884000,2023-01-05 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,9999,7.23,10.47,11.29,11.78,1019,,,76,3.6,10,0,,,,,100,804,Clouds,overcast clouds,04n
1672887600,2023-01-05 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.18,10000,7.11,10.34,10.09,11.29,1019,,,76,3.1,30,0,,,,,40,802,Clouds,scattered clouds,03n
1672891200,2023-01-05 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.28,9999,7.21,10.45,10.09,11.32,1019,,,76,3.6,80,0,,,,,75,803,Clouds,broken clouds,04n
1672894800,2023-01-05 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.28,9999,7.21,10.45,9.88,11.32,1019,,,76,1.03,70,,,,,,75,803,Clouds,broken clouds,04d
1672898400,2023-01-05 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.11,10000,7.22,11.26,9.36,12.29,1019,,,72,2.6,70,0,,,,,40,802,Clouds,scattered clouds,03d
1672902000,2023-01-05 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.3,9999,7.31,12.44,11.36,13.43,1020,,,67,2.1,80,0,,,,,75,803,Clouds,broken clouds,04d
1672905600,2023-01-05 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.32,9999,8.33,14.55,15.29,16.21,1020,,,63,1.03,0,,,,,,75,803,Clouds,broken clouds,04d
1672909200,2023-01-05 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.08,10000,9.26,16.41,16.21,17.29,1020,,,60,1.54,0,,,,,,75,803,Clouds,broken clouds,04d
1672912800,2023-01-05 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.27,9999,9.09,17.59,16.36,18.32,1019,,,55,2.6,260,0,,,,,75,803,Clouds,broken clouds,04d
1672916400,2023-01-05 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.27,9999,9.09,17.59,16.76,18.32,1019,,,55,3.1,250,0,,,,,75,803,Clouds,broken clouds,04d
1672920000,2023-01-05 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.32,10000,9.24,16.65,17.32,17.48,1018,,,59,3.6,250,0,,,,,75,803,Clouds,broken clouds,04d
1672923600,2023-01-05 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.3,9999,9.22,16.63,17.29,17.38,1018,,,59,4.12,250,,,,,,75,803,Clouds,broken clouds,04d
1672927200,2023-01-05 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.3,9999,9.22,16.63,16.36,17.32,1018,,,59,2.6,250,0,,,,,75,803,Clouds,broken clouds,04d
1672930800,2023-01-05 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.43,10000,8.19,14.65,14.54,15.62,1019,,,62,2.6,260,0,,,,,40,802,Clouds,scattered clouds,03n
1672934400,2023-01-05 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.3,9999,9.25,15.63,14.88,16.32,1019,,,63,0,0,0,,,,,75,803,Clouds,broken clouds,04n
1672938000,2023-01-05 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.25,9999,9.2,15.58,13.08,16.32,1019,,,63,2.6,250,0,,,,,75,803,Clouds,broken clouds,04n
1672941600,2023-01-05 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.01,10000,8.49,14.26,11.36,15.29,1019,,,65,1.03,0,,,,,,40,802,Clouds,scattered clouds,03n
1672945200,2023-01-05 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.25,9999,8.22,13.48,11.36,14.32,1019,,,67,2.1,10,0,,,,,75,803,Clouds,broken clouds,04n
1672948800,2023-01-05 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.26,9999,8.12,12.5,11.21,13.32,1019,,,71,1.54,70,,,,,,75,803,Clouds,broken clouds,04n
1672952400,2023-01-05 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.42,10000,8.12,11.68,10.65,12.62,1019,,,75,2.1,80,0,,,,,20,801,Clouds,few clouds,02n
1672956000,2023-01-05 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.3,9999,8.2,11.57,11.18,12.32,1019,,,76,3.1,10,0,,,,,40,802,Clouds,scattered clouds,03n
1672959600,2023-01-05 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.3,9999,8.2,11.57,11.08,12.32,1019,,,76,2.6,70,0,,,,,40,802,Clouds,scattered clouds,03n
1672963200,2023-01-06 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.2,10000,8.06,10.49,10.36,11.29,1019,,,81,3.6,10,0,,,,,20,801,Clouds,few clouds,02n
1672966800,2023-01-06 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.28,9999,8.14,10.58,10.08,11.32,1019,,,81,2.6,20,0,,,,,20,801,Clouds,few clouds,02n
1672970400,2023-01-06 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.27,9999,8.13,10.57,9.36,11.32,1019,,,81,3.1,20,0,,,,,75,803,Clouds,broken clouds,04n
1672974000,2023-01-06 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.38,10000,8.14,9.72,9.54,11.36,1019,,,86,3.1,20,0,,,,,20,801,Clouds,few clouds,02n
1672977600,2023-01-06 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.29,9999,8.22,9.65,9.36,10.32,1019,,,87,3.6,10,0,,,,,20,801,Clouds,few clouds,02n
1672981200,2023-01-06 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.29,9999,8.22,9.65,9.54,10.68,1019,,,87,4.12,10,,,,,,20,801,Clouds,few clouds,02d
1672984800,2023-01-06 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.3,10000,9.05,10.73,11.28,11.36,1020,,,86,3.1,20,0,,,,,20,801,Clouds,few clouds,02d
1672988400,2023-01-06 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.3,9999,10.13,13.77,14.18,14.36,1021,,,76,2.6,20,0,,,,,20,801,Clouds,few clouds,02d
1672992000,2023-01-06 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.29,9999,11.11,16.82,15.36,17.32,1021,,,67,0.51,20,,,,,,40,802,Clouds,scattered clouds,03d
1672995600,2023-01-06 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.1,10000,10.22,17.53,17.36,18.29,1021,,,60,3.6,320,0,,,,,20,801,Clouds,few clouds,02d
1672999200,2023-01-06 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.28,9999,10.14,17.7,17.32,18.36,1020,,,59,4.63,310,,,,,,20,801,Clouds,few clouds,02d
1673002800,2023-01-06 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.29,9999,9.11,17.61,17.87,18.48,1019,,,55,4.63,310,,,,,,20,801,Clouds,few clouds,02d
1673006400,2023-01-06 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.39,10000,9.99,17.8,17.87,18.52,1019,,,58,5.14,310,,,,,,20,801,Clouds,few clouds,02d
1673010000,2023-01-06 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.29,9999,9.11,17.61,17.78,18.36,1019,,,55,4.63,320,,,,,,20,801,Clouds,few clouds,02d
