dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1678269600,2023-03-08 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.23,10000,9.05,17.54,16.76,18.29,1016,,,55,7.2,310,,,,,,20,801,Clouds,few clouds,02d
1678273200,2023-03-08 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.27,10000,9.19,16.59,16.76,17.36,1016,,,59,8.23,310,,,,,,20,801,Clouds,few clouds,02d
1678276800,2023-03-08 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.21,10000,9.03,17.52,16.21,18.29,1016,,,55,8.23,310,,,,,,20,801,Clouds,few clouds,02d
1678280400,2023-03-08 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.15,10000,10.02,17.56,14.54,18.29,1015,,,59,7.72,310,,,,,,20,801,Clouds,few clouds,02d
1678284000,2023-03-08 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.23,10000,9.16,16.55,15.65,17.36,1015,,,59,7.2,310,,,,,,20,801,Clouds,few clouds,02d
1678287600,2023-03-08 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.24,10000,9.2,15.56,15.09,16.36,1015,,,63,5.14,320,,,,,,20,801,Clouds,few clouds,02d
1678291200,2023-03-08 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.2,10000,9.12,14.53,12.87,15.36,1015,,,67,3.6,330,,,,,,20,801,Clouds,few clouds,02n
1678294800,2023-03-08 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.29,10000,8.25,13.52,14.29,15.36,1016,,,67,3.6,330,,,,,,20,801,Clouds,few clouds,02n
1678298400,2023-03-08 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.29,10000,7.3,12.42,13.29,15.36,1017,,,67,1.54,360,,,,,,20,801,Clouds,few clouds,02n
1678302000,2023-03-08 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.29,10000,8.19,11.56,12.29,14.36,1017,,,76,1.54,20,,,,,,20,801,Clouds,few clouds,02n
1678305600,2023-03-08 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.29,10000,8.36,12.55,13.29,14.36,1017,,,72,2.57,10,,,,,,40,802,Clouds,scattered clouds,03n
1678309200,2023-03-08 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.29,10000,9.35,12.69,13.29,13.36,1017,,,77,2.06,10,,,,,,40,802,Clouds,scattered clouds,03n
1678312800,2023-03-08 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.2,10000,8.24,10.52,8.98,13.36,1017,,,82,3.09,20,,,,,,40,802,Clouds,scattered clouds,03n
1678316400,2023-03-08 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.2,10000,8.24,10.52,8.98,12.36,1017,,,82,3.09,20,,,,,,40,802,Clouds,scattered clouds,03n
1678320000,2023-03-09 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.2,10000,8.24,10.52,8.98,12.36,1017,,,82,2.57,20,,,,,,40,802,Clouds,scattered clouds,03n
1678323600,2023-03-09 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.22,10000,7.29,9.44,8.43,10.36,1016,,,82,4.12,20,,,,,,20,801,Clouds,few clouds,02n
1678327200,2023-03-09 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.24,10000,7.31,9.46,8.98,10.29,1016,,,82,3.6,20,,,,,,0,800,Clear,sky is clear,01n
1678330800,2023-03-09 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.24,10000,7.31,9.46,8.98,10.29,1016,,,82,3.09,20,,,,,,20,801,Clouds,few clouds,02n
1678334400,2023-03-09 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.22,10000,7.29,9.44,8.36,10.29,1016,,,82,3.09,10,,,,,,20,801,Clouds,few clouds,02n
1678338000,2023-03-09 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.26,10000,8.19,9.61,9.36,10.29,1016,,,87,2.06,80,,,,,,20,801,Clouds,few clouds,02d
1678341600,2023-03-09 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.21,10000,10.24,13.7,12.32,14.29,1017,,,77,0,0,,,,,,40,802,Clouds,scattered clouds,03d
1678345200,2023-03-09 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.24,10000,11.19,15.8,15.09,16.29,1017,,,72,2.06,310,,,,,,40,802,Clouds,scattered clouds,03d
1678348800,2023-03-09 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.25,10000,11.3,16.81,16.21,17.36,1018,,,68,3.6,290,,,,,,20,801,Clouds,few clouds,02d
1678352400,2023-03-09 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.23,10000,11.08,17.75,16.76,18.29,1018,,,63,5.14,300,,,,,,20,801,Clouds,few clouds,02d
1678356000,2023-03-09 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.27,10000,11.11,17.8,17.87,18.36,1018,,,63,5.14,290,,,,,,20,801,Clouds,few clouds,02d
1678359600,2023-03-09 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.27,10000,11.11,17.8,17.87,18.36,1017,,,63,6.17,300,,,,,,20,801,Clouds,few clouds,02d
1678363200,2023-03-09 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.29,10000,11.13,17.82,18.29,18.43,1017,,,63,5.66,310,,,,,,20,801,Clouds,few clouds,02d
1678366800,2023-03-09 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.27,10000,11.11,17.8,17.87,18.36,1016,,,63,6.17,310,,,,,,20,801,Clouds,few clouds,02d
1678370400,2023-03-09 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.29,10000,11.33,16.85,17.29,17.36,1017,,,68,6.17,310,,,,,,20,801,Clouds,few clouds,02d
1678374000,2023-03-09 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.25,10000,11.3,16.81,16.21,17.29,1017,,,68,4.12,310,,,,,,20,801,Clouds,few clouds,02d
1678377600,2023-03-09 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.24,10000,10.11,15.67,15.09,16.29,1017,,,67,3.09,310,,,,,,20,801,Clouds,few clouds,02n
1678381200,2023-03-09 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.29,10000,9.32,13.65,14.29,15.36,1017,,,72,1.54,350,,,,,,20,801,Clouds,few clouds,02n
1678384800,2023-03-09 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.21,10000,9.27,12.6,11.21,15.36,1018,,,77,2.57,10,,,,,,20,801,Clouds,few clouds,02n
1678388400,2023-03-09 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.23,10000,9.29,12.62,11.76,15.36,1018,,,77,2.57,10,,,,,,20,801,Clouds,few clouds,02n
1678392000,2023-03-09 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.29,10000,9.31,11.72,11.21,12.29,1017,,,82,3.09,20,,,,,,20,801,Clouds,few clouds,02n
1678395600,2023-03-09 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.23,10000,7.13,11.36,10.65,14.36,1017,,,71,2.57,70,,,,,,0,800,Clear,sky is clear,01n
1678399200,2023-03-09 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.29,10000,7.22,10.46,10.65,11.29,1017,,,76,2.57,70,,,,,,20,801,Clouds,few clouds,02n
1678402800,2023-03-09 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.29,10000,6.25,9.36,10.29,10.65,1017,,,76,4.12,80,,,,,,0,800,Clear,sky is clear,01n
1678406400,2023-03-10 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.29,10000,5.27,9.23,10.09,10.29,1017,,,71,4.12,20,,,,,,0,800,Clear,sky is clear,01n
1678410000,2023-03-10 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.26,10000,4.2,9.06,9.54,10.36,1017,,,66,3.09,10,,,,,,0,800,Clear,sky is clear,01n
1678413600,2023-03-10 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.1,,10.89,13.68,10.36,14.9,1017,,,81,1.77,155,,,,,,0,800,Clear,sky is clear,01n
1678417200,2023-03-10 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.77,,11.55,14.42,10.36,15.97,1017,,,81,2.11,159,,,,,,0,800,Clear,sky is clear,01n
1678420800,2023-03-10 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.3,10000,4.32,6.86,9.29,9.54,1017,,,71,4.63,30,,,,,,40,802,Clouds,scattered clouds,03n
1678424400,2023-03-10 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.38,10000,5.36,9.33,10.29,12.87,1017,,,71,4.12,20,,,,,,20,801,Clouds,few clouds,02d
1678428000,2023-03-10 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.35,10000,6.23,12.36,13.29,15.09,1018,,,62,3.09,20,,,,,,20,801,Clouds,few clouds,02d
1678431600,2023-03-10 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.25,10000,10.11,17.67,16.36,18.29,1018,,,59,2.06,100,,,,,,20,801,Clouds,few clouds,02d
1678435200,2023-03-10 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.33,10000,11.17,17.86,18.29,19.54,1018,,,63,2.57,170,,,,,,0,800,Clear,sky is clear,01d
1678438800,2023-03-10 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.35,10000,12.35,18.02,18.29,20.09,1018,,,68,3.6,170,,,,,,20,801,Clouds,few clouds,02d
1678442400,2023-03-10 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.36,10000,12.38,19.02,18.36,21.21,1018,,,64,3.09,160,,,,,,20,801,Clouds,few clouds,02d
1678446000,2023-03-10 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.36,10000,12.38,19.02,19.29,21.21,1018,,,64,3.09,150,,,,,,20,801,Clouds,few clouds,02d
1678449600,2023-03-10 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.36,10000,13.31,19.13,18.36,21.21,1018,,,68,3.6,140,,,,,,20,801,Clouds,few clouds,02d
1678453200,2023-03-10 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.36,10000,12.38,19.02,18.36,21.21,1018,,,64,4.12,150,,,,,,20,801,Clouds,few clouds,02d
1678456800,2023-03-10 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.35,10000,12.35,18.02,18.29,20.09,1017,,,68,3.6,150,,,,,,20,801,Clouds,few clouds,02d
1678460400,2023-03-10 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.31,10000,12.31,17.97,17.36,18.98,1017,,,68,3.6,150,,,,,,20,801,Clouds,few clouds,02d
1678464000,2023-03-10 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.25,10000,12.16,16.91,16.21,17.29,1017,,,72,3.09,100,,,,,,0,800,Clear,sky is clear,01n
1678467600,2023-03-10 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.22,10000,12.19,15.91,14.54,16.29,1017,,,77,2.06,90,,,,,,0,800,Clear,sky is clear,01n
1678471200,2023-03-10 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.33,10000,9.39,12.73,13.29,14.54,1017,,,77,2.06,90,,,,,,0,800,Clear,sky is clear,01n
1678474800,2023-03-10 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.29,10000,6.17,12.29,13.29,14.36,1017,,,62,2.57,90,,,,,,0,800,Clear,sky is clear,01n
1678478400,2023-03-10 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.33,10000,4.23,12.13,12.36,14.54,1017,,,54,2.06,80,,,,,,0,800,Clear,sky is clear,01n
1678482000,2023-03-10 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.35,10000,2.23,10.95,11.36,13.98,1017,,,50,1.03,80,,,,,,0,800,Clear,sky is clear,01n
1678485600,2023-03-10 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.29,10000,1.25,9.78,11.29,11.36,1016,,,50,1.54,70,,,,,,0,800,Clear,sky is clear,01n
1678489200,2023-03-10 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.36,10000,1.32,9.86,11.29,13.43,1016,,,50,3.6,80,,,,,,0,800,Clear,sky is clear,01n
1678492800,2023-03-11 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.29,10000,1.25,9.78,11.29,11.36,1016,,,50,3.6,80,,,,,,0,800,Clear,sky is clear,01n
1678496400,2023-03-11 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.34,10000,0.44,9.76,11.29,12.87,1015,,,47,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1678500000,2023-03-11 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.29,10000,1.4,8.78,10.29,10.36,1015,,,54,2.06,70,,,,,,0,800,Clear,sky is clear,01n
1678503600,2023-03-11 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,10.29,10000,0.33,8.68,10.29,10.36,1014,,,50,2.06,70,,,,,,0,800,Clear,sky is clear,01n
1678507200,2023-03-11 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,9.29,10000,1.22,7.93,9.29,9.36,1015,,,57,2.57,70,,,,,,0,800,Clear,sky is clear,01n
1678510800,2023-03-11 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.36,10000,2.39,9.96,11.29,13.43,1015,,,54,2.57,70,,,,,,0,800,Clear,sky is clear,01d
1678514400,2023-03-11 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.36,10000,3.43,15.15,16.29,18.43,1015,,,42,2.06,100,,,,,,0,800,Clear,sky is clear,01d
1678518000,2023-03-11 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.28,10000,3.07,19.2,18.36,20.29,1015,,,32,3.6,140,,,,,,0,800,Clear,sky is clear,01d
1678521600,2023-03-11 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.32,10000,6.29,19.45,18.36,21.21,1014,,,40,5.66,150,,,,,,0,800,Clear,sky is clear,01d
1678525200,2023-03-11 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,21.3,10000,4.39,20.35,19.36,21.76,1014,,,33,6.17,150,,,,,,0,800,Clear,sky is clear,01d
1678528800,2023-03-11 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,21.32,10000,5.25,20.42,19.36,22.32,1013,,,35,5.66,150,,,,,,0,800,Clear,sky is clear,01d
1678532400,2023-03-11 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,21.34,10000,8.26,20.65,19.36,22.87,1013,,,43,4.63,150,,,,,,0,800,Clear,sky is clear,01d
1678536000,2023-03-11 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,21.32,10000,8.25,20.63,21.29,22.32,1012,,,43,5.66,150,,,,,,0,800,Clear,sky is clear,01d
1678539600,2023-03-11 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,20.36,10000,8.37,19.65,20.29,22.32,1012,,,46,6.17,150,,,,,,0,800,Clear,sky is clear,01d
1678543200,2023-03-11 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.34,10000,6.12,18.43,19.29,20.65,1011,,,42,5.14,150,,,,,,0,800,Clear,sky is clear,01d
1678546800,2023-03-11 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.33,10000,9.14,17.65,18.29,19.54,1011,,,55,6.17,150,,,,,,0,800,Clear,sky is clear,01d
1678550400,2023-03-11 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.31,10000,12.22,16.98,16.36,17.87,1011,,,72,3.09,170,,,,,,0,800,Clear,sky is clear,01n
1678554000,2023-03-11 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.2,10000,10.07,15.63,13.98,16.36,1011,,,67,3.6,100,,,,,,0,800,Clear,sky is clear,01n
1678557600,2023-03-11 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.22,10000,8.23,14.44,13.43,16.36,1011,,,63,0,0,,,,,,0,800,Clear,sky is clear,01n
1678561200,2023-03-11 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.23,10000,7.29,13.35,12.87,16.36,1011,,,63,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1678564800,2023-03-11 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.29,10000,5.23,11.19,12.29,12.87,1011,,,62,4.63,90,,,,,,0,800,Clear,sky is clear,01n
1678568400,2023-03-11 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.29,10000,3.26,10.98,12.29,14.36,1010,,,54,2.57,80,,,,,,0,800,Clear,sky is clear,01n
1678572000,2023-03-11 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.34,10000,3.38,10.04,11.29,12.87,1010,,,58,2.06,80,,,,,,0,800,Clear,sky is clear,01n
1678575600,2023-03-11 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.34,10000,4.33,10.15,11.29,12.87,1010,,,62,2.57,90,,,,,,0,800,Clear,sky is clear,01n
1678579200,2023-03-12 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.4,10000,4.39,10.21,11.29,14.54,1010,,,62,2.06,80,,,,,,0,800,Clear,sky is clear,01n
1678582800,2023-03-12 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.37,10000,2.25,10.97,11.36,14.54,1009,,,50,2.57,90,,,,,,0,800,Clear,sky is clear,01n
1678586400,2023-03-12 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.35,10000,2.23,10.95,11.36,13.98,1008,,,50,2.57,90,,,,,,0,800,Clear,sky is clear,01n
1678590000,2023-03-12 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.29,10000,2.33,9.88,10.36,11.29,1008,,,54,2.06,70,,,,,,0,800,Clear,sky is clear,01n
1678593600,2023-03-12 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.31,10000,4.21,12.11,11.36,13.98,1008,,,54,3.6,80,,,,,,20,801,Clouds,few clouds,02n
1678597200,2023-03-12 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.34,10000,4.35,13.16,12.36,15.65,1008,,,51,4.12,90,,,,,,20,801,Clouds,few clouds,02d
1678600800,2023-03-12 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.29,10000,5.26,16.25,17.29,17.32,1008,,,45,3.6,90,,,,,,0,800,Clear,sky is clear,01d
1678604400,2023-03-12 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.27,10000,10.29,18.71,17.36,19.29,1008,,,56,5.66,140,,,,,,0,800,Clear,sky is clear,01d
1678608000,2023-03-12 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.36,10000,11.41,18.92,18.36,21.21,1008,,,60,7.2,150,,,,,,0,800,Clear,sky is clear,01d
1678611600,2023-03-12 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.32,10000,12.35,18.98,19.29,20.09,1008,,,64,6.17,150,,,,,,20,801,Clouds,few clouds,02d
1678615200,2023-03-12 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.27,10000,13.22,19.03,18.98,19.36,1008,,,68,5.66,150,,,,,,20,801,Clouds,few clouds,02d
1678618800,2023-03-12 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.3,10000,14.34,19.19,19.29,20.36,1008,,,73,6.17,150,,,,,,75,803,Clouds,broken clouds,04d
1678622400,2023-03-12 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.3,10000,14.34,19.19,19.29,19.54,1007,,,73,5.66,150,,,,,,75,803,Clouds,broken clouds,04d
1678626000,2023-03-12 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,19.27,10000,14.32,19.16,18.98,20.36,1007,,,73,3.6,150,,,,,,75,803,Clouds,broken clouds,04d
1678629600,2023-03-12 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.27,10000,13.14,18.03,17.87,19.36,1007,,,72,4.12,310,,,,,,75,803,Clouds,broken clouds,04d
1678633200,2023-03-12 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.27,10000,13.2,17.06,16.76,18.36,1007,,,77,3.09,310,,,,,,40,802,Clouds,scattered clouds,03d
1678636800,2023-03-12 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.26,10000,12.23,15.95,15.65,17.36,1007,,,77,2.57,310,,,,,,40,802,Clouds,scattered clouds,03n
1678640400,2023-03-12 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.24,10000,12.21,15.93,15.09,16.36,1007,,,77,1.54,310,,,,,,40,802,Clouds,scattered clouds,03n
1678644000,2023-03-12 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.26,10000,12.21,14.98,14.54,16.36,1008,,,82,1.54,340,,,,,,75,803,Clouds,broken clouds,04n
1678647600,2023-03-12 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.27,10000,11.24,13.89,13.98,15.36,1008,,,82,1.54,10,,,,,,40,802,Clouds,scattered clouds,03n
1678651200,2023-03-12 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.25,10000,11.22,13.87,13.43,15.36,1008,,,82,2.06,30,,,,,,40,802,Clouds,scattered clouds,03n
1678654800,2023-03-12 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.25,10000,11.22,13.87,13.43,15.36,1008,,,82,2.06,10,,0.26,,,,20,500,Rain,light rain,10n
1678658400,2023-03-12 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.27,10000,11.33,12.95,12.87,15.36,1007,,,88,2.06,10,,0.11,,,,40,500,Rain,light rain,10n
1678662000,2023-03-12 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.25,10000,11.22,13.87,13.43,15.36,1008,,,82,2.57,10,,0.12,,,,75,500,Rain,light rain,10n
1678665600,2023-03-13 00:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.27,10000,11.33,12.95,12.87,15.36,1007,,,88,2.06,10,,0.14,,,,75,500,Rain,light rain,10n
1678669200,2023-03-13 01:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.31,10000,10.31,12.84,13.29,15.36,1006,,,82,2.06,70,,,,,,75,803,Clouds,broken clouds,04n
1678672800,2023-03-13 02:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.31,10000,10.31,12.84,13.29,15.36,1006,,,82,2.06,70,,,,,,100,804,Clouds,overcast clouds,04n
1678676400,2023-03-13 03:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.29,10000,11.35,12.97,13.29,14.36,1006,,,88,2.06,80,,0.33,,,,75,500,Rain,light rain,10n
1678680000,2023-03-13 04:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.24,8000,12.19,14.96,13.98,15.29,1006,,,82,1.03,0,,0.78,,,,75,520,Rain,light intensity shower rain,09n
1678683600,2023-03-13 05:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.22,9000,14.23,16.2,14.36,16.29,1007,,,88,4.12,170,,0.65,,,,75,500,Rain,light rain,10d
1678687200,2023-03-13 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.24,1500,14.25,16.22,15.09,16.36,1007,,,88,4.12,210,,0.71,,,,75,201,Thunderstorm,thunderstorm with rain,11d
1678687200,2023-03-13 06:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.24,1500,14.25,16.22,15.09,16.36,1007,,,88,4.12,210,,0.71,,,,75,500,Rain,light rain,10d
1678690800,2023-03-13 07:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.24,10000,15.27,16.37,15.09,16.36,1007,,,94,0.51,0,,1.06,,,,75,501,Rain,moderate rain,10d
1678694400,2023-03-13 08:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.28,10000,15.31,16.42,16.21,16.36,1007,,,94,4.63,240,,2.91,,,,75,501,Rain,moderate rain,10d
1678698000,2023-03-13 09:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.23,10000,15.11,18.25,16.36,18.29,1007,,,82,4.12,240,,1.33,,,,75,501,Rain,moderate rain,10d
1678701600,2023-03-13 10:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.25,10000,15.13,18.27,17.32,18.36,1006,,,82,4.12,230,,0.68,,,,75,500,Rain,light rain,10d
1678705200,2023-03-13 11:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.27,10000,15.15,18.29,17.87,19.36,1006,,,82,4.63,250,,0.71,,,,75,500,Rain,light rain,10d
1678708800,2023-03-13 12:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.23,10000,14.13,18.12,16.76,18.36,1006,,,77,4.63,260,,0.1,,,,40,500,Rain,light rain,10d
1678712400,2023-03-13 13:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.29,10000,13.22,17.09,17.29,18.36,1006,,,77,5.66,310,,,,,,40,802,Clouds,scattered clouds,03d
1678716000,2023-03-13 14:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,18.21,10000,13.08,17.97,16.21,18.36,1006,,,72,4.63,310,,,,,,40,802,Clouds,scattered clouds,03d
1678719600,2023-03-13 15:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,17.25,10000,12.16,16.91,16.21,17.36,1007,,,72,3.09,280,,,,,,40,802,Clouds,scattered clouds,03d
1678723200,2023-03-13 16:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,16.22,10000,12.19,15.91,14.54,16.36,1007,,,77,5.14,320,,,,,,20,801,Clouds,few clouds,02n
1678726800,2023-03-13 17:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.25,10000,11.22,13.87,13.43,15.36,1007,,,82,3.6,320,,,,,,20,801,Clouds,few clouds,02n
1678730400,2023-03-13 18:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.29,10000,11.26,13.92,14.29,15.36,1008,,,82,1.03,10,,,,,,40,802,Clouds,scattered clouds,03n
1678734000,2023-03-13 19:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,13.21,10000,11.27,12.88,11.21,15.36,1008,,,88,1.54,10,,,,,,40,802,Clouds,scattered clouds,03n
1678737600,2023-03-13 20:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,12.29,10000,10.36,11.87,11.76,12.29,1009,,,88,2.57,10,,,,,,40,802,Clouds,scattered clouds,03n
1678741200,2023-03-13 21:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,15.31,,12.07,15.01,14.36,15.82,1009,,,81,2.12,289,,,,,,24,801,Clouds,few clouds,02n
1678744800,2023-03-13 22:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,14.68,,12.72,14.5,13.36,15.44,1008,,,88,0.95,337,,,,,,36,802,Clouds,scattered clouds,03n
1678748400,2023-03-13 23:00:00 +0000 UTC,7200,Custom location,34.68454,32.611395,11.22,10000,9.14,10.67,9.54,12.36,1009,,,87,3.09,60,,,,,,40,802,Clouds,scattered clouds,03n
