name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"34.69741074283549, 32.612644527285106",2024-07-15T06:00:00,25.2,25.2,19.4,70.48,0,0,,0,0,27.4,11.2,8,1001,36.2,10,11,0,0,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T07:00:00,27.7,31.5,24.2,81.29,0,0,,0,0,26.3,5.7,310,1001,25,8.2,142,0.5,1,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T08:00:00,29,34.8,25.3,80.85,0,0,,0,0,24.1,10.2,291,1002,16.4,8.2,341,1.2,3,,Clear,clear-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T09:00:00,30.1,38,26.3,80.4,0,0,,0,0,20.9,15.4,306,1002,5.2,10,526,1.9,5,,Clear,clear-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T10:00:00,30.2,38.1,26.2,79.24,0,0,,0,0,22,16.7,309,1002,25,10,570,2.1,6,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T11:00:00,31.1,39.9,26.5,76.49,0,0,,0,0,20.2,13,254,1002.9,25,8.2,840,3,8,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T12:00:00,31.9,43.2,27.6,77.74,0,0,,0,0,20.2,18.4,291,1002.9,25,8.2,914,3.3,9,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T13:00:00,31.8,41.7,26.8,74.92,0,0,,0,0,20.2,20.5,283,1002.9,25,10,940,3.4,9,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T14:00:00,31.8,41.7,26.8,74.92,0,0,,0,0,23,23,286,1002.9,25,9.9,912,3.3,9,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T15:00:00,32.8,43.3,26.8,70.81,0,0,,0,0,22.3,24.1,303,1002.9,25,9.9,830,3,8,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T16:00:00,31.7,41.3,26.7,74.9,0,0,,0,0,22.3,21.6,275,1002.9,25,9.9,694,2.5,7,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T17:00:00,31,40.3,26.8,78.75,0,0,,0,0,22,21.4,303,1002.9,25,10,515,1.9,5,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T18:00:00,30.8,38.8,25.9,75.31,0,0,,0,0,20.9,20,294,1002,25,10,316,1.1,3,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T19:00:00,29.8,38.1,26.7,83.37,0,0,,0,0,20.5,17.7,259,1002.9,25,10,114,0.4,1,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T20:00:00,28,34.1,26.7,92.94,0,0,,0,0,18.7,14.4,313,1002.9,54.6,10,5,0,0,,Partially cloudy,partly-cloudy-day,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T21:00:00,28,34.1,26.7,92.94,0,0,,0,0,16.2,12.8,304,1002.9,37.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T22:00:00,27,31.6,26.8,99.27,0,0,,0,0,17.3,11,303,1003.9,34.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"LCRA,F1785,LCPH"
"34.69741074283549, 32.612644527285106",2024-07-15T23:00:00,27,31.5,26.7,98.55,0,0,,0,0,18,12.6,303,1003.9,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,"LCRA,F1785,LCPH"
